37,36,36,35,35,35,34,34,34,33,33,33,32,32,32,31,31,31,30,30,30,29,29,29,29,28,28,28,27,27,27,26,26,26,26,25,25,25,25,24
37,37,36,36,36,35,35,35,34,34,34,33,33,33,32,32,32,31,31,31,30,30,30,29,29,29,29,28,28,28,27,27,27,27,26,26,26,25,25,25
38,37,37,37,36,36,36,35,35,35,34,34,34,33,33,33,32,32,32,31,31,31,30,30,30,29,29,29,29,28,28,28,27,27,27,27,26,26,26,25
38,38,38,37,37,37,36,36,36,35,35,35,34,34,34,33,33,33,32,32,32,31,31,31,30,30,30,29,29,29,29,28,28,28,27,27,27,27,26,26
39,39,38,38,38,37,37,36,36,36,35,35,35,34,34,34,33,33,33,33,32,32,32,31,31,31,30,30,30,29,29,29,29,28,28,28,27,27,27,27
40,39,39,38,38,38,37,37,37,36,36,36,35,35,35,34,34,34,33,33,33,32,32,32,32,31,31,31,30,30,30,30,29,29,29,28,28,28,28,27
40,40,39,39,39,38,38,38,37,37,37,36,36,36,35,35,35,34,34,34,33,33,33,32,32,32,32,31,31,31,30,30,30,30,29,29,29,28,28,28
41,40,40,40,39,39,39,38,38,38,37,37,37,36,36,36,35,35,35,34,34,34,33,33,33,32,32,32,32,31,31,31,30,30,30,30,29,29,29,28
41,41,41,40,40,40,39,39,38,38,38,37,37,37,36,36,36,36,35,35,35,34,34,34,33,33,33,32,32,32,32,31,31,31,30,30,30,30,29,29
42,42,41,41,40,40,40,39,39,39,38,38,38,37,37,37,36,36,36,35,35,35,35,34,34,34,33,33,33,32,32,32,32,31,31,31,30,30,30,30
42,42,42,41,41,41,40,40,40,39,39,39,38,38,38,37,37,37,36,36,36,35,35,35,34,34,34,34,33,33,33,32,32,32,32,31,31,31,30,30
43,43,42,42,42,41,41,41,40,40,40,39,39,39,38,38,38,37,37,37,36,36,36,35,35,35,34,34,34,34,33,33,33,32,32,32,32,31,31,31
44,43,43,42,42,42,41,41,41,40,40,40,39,39,39,38,38,38,37,37,37,37,36,36,36,35,35,35,34,34,34,34,33,33,33,32,32,32,32,31
44,44,43,43,43,42,42,42,41,41,41,40,40,40,39,39,39,38,38,38,37,37,37,36,36,36,36,35,35,35,34,34,34,34,33,33,33,32,32,32
45,44,44,44,43,43,43,42,42,42,41,41,41,40,40,40,39,39,39,38,38,38,37,37,37,36,36,36,36,35,35,35,34,34,34,33,33,33,33,32
45,45,45,44,44,43,43,43,42,42,42,41,41,41,40,40,40,39,39,39,38,38,38,38,37,37,37,36,36,36,35,35,35,35,34,34,34,33,33,33
46,45,45,45,44,44,44,43,43,43,42,42,42,41,41,41,40,40,40,39,39,39,38,38,38,37,37,37,37,36,36,36,35,35,35,35,34,34,34,33
46,46,46,45,45,45,44,44,43,43,43,42,42,42,41,41,41,41,40,40,40,39,39,39,38,38,38,37,37,37,37,36,36,36,35,35,35,35,34,34
47,46,46,46,45,45,45,44,44,44,43,43,43,42,42,42,41,41,41,40,40,40,39,39,39,39,38,38,38,37,37,37,37,36,36,36,35,35,35,35
,,47,46,46,46,45,45,45,44,44,44,43,43,43,42,42,42,41,41,41,40,40,40,39,39,39,39,38,38,38,37,37,37,36,36,36,36,35,35
,,,47,46,46,46,45,45,45,44,44,44,43,43,43,42,42,42,41,41,41,41,40,40,40,39,39,39,38,38,38,38,37,37,37,36,36,36,36
,,,,47,47,46,46,46,45,45,45,44,44,44,43,43,43,42,42,42,41,41,41,40,40,40,40,39,39,39,38,38,38,38,37,37,37,36,36
,,,,,,47,46,46,46,45,45,45,44,44,44,43,43,43,43,42,42,42,41,41,41,40,40,40,39,39,39,39,38,38,38,37,37,37,37
,,,,,,,47,47,46,46,46,45,45,45,44,44,44,43,43,43,42,42,42,41,41,41,41,40,40,40,39,39,39,39,38,38,38,37,37
,,,,,,,,,47,46,46,46,45,45,45,44,44,44,44,43,43,43,42,42,42,41,41,41,41,40,40,40,39,39,39,39,38,38,38
,,,,,,,,,,47,47,46,46,46,45,45,45,44,44,44,43,43,43,43,42,42,42,41,41,41,40,40,40,40,39,39,39,38,38
,,,,,,,,,,,,47,46,46,46,46,45,45,45,44,44,44,43,43,43,42,42,42,42,41,41,41,40,40,40,40,39,39,39
,,,,,,,,,,,,,47,47,46,46,46,45,45,45,44,44,44,44,43,43,43,42,42,42,41,41,41,41,40,40,40,39,39
,,,,,,,,,,,,,,,47,47,46,46,46,45,45,45,44,44,44,43,43,43,43,42,42,42,41,41,41,41,40,40,40
,,,,,,,,,,,,,,,,47,47,46,46,46,45,45,45,45,44,44,44,43,43,43,42,42,42,42,41,41,41,40,40
,,,,,,,,,,,,,,,,,,47,47,46,46,46,45,45,45,44,44,44,44,43,43,43,42,42,42,42,41,41,41
,,,,,,,,,,,,,,,,,,,0,47,46,46,46,45,45,45,45,44,44,44,43,43,43,43,42,42,42,41,41
,,,,,,,,,,,,,,,,,,,,,47,47,46,46,46,45,45,45,44,44,44,44,43,43,43,42,42,42,42
,,,,,,,,,,,,,,,,,,,,,,,47,46,46,4,46,45,45,45,44,44,44,44,43,43,43,42,42
,,,,,,,,,,,,,,,,,,,,,,,,47,47,46,46,46,45,45,45,45,44,44,44,43,43,43,43
,,,,,,,,,,,,,,,,,,,,,,,,,,47,46,46,46,46,45,45,45,44,44,44,44,43,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,46,46,46,46,45,45,45,44,44,44,44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,46,46,46,45,45,45,45,44,44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,46,46,46,46,45,45,45,44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,46,46,46,45,45,45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,46,46,46,45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,46,46,46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
